sentence1,sentence2,label
"I admire the man myself."" 126 But I could not look at it in Poirot's philosophical way. ",I have a lot of respect for the man myself.,2
"I do, Dave Hanson.",Dave Hanson said that he did.,2
They knew that they could never show their new pets to their parents.,They knew that their parents would not accept their newly gained pets.,0
Alyse Witherspoon.,Last name is Witherspoon.,2
White's expression became one of strained tolerance.,White looked calm and relaxed.,1
"It moved slowly, but with increasing speed, sailed out of the office through the window and began gaining altitude.",It sailed out of the window and gained some attitude.,2
"Finally he abandoned his task, shaking his head gravely. ",He feared the worst.,0
"The jury looked up, interested. ","Bored, the jury looked away.",1
"It's upstairs, sir, in my kit.",You'll have to dig a bit to find it in my kit.,0
What is the young lady's name? ,The speaker knows the lady's name and it is Veronica. ,1
"To make that clear to you, I will read you an extract from a book on dispensing which I found in the Dispensary of the Red Cross Hospital at Tadminster: ""'The following prescription has become famous in text books: Strychninae Sulph  ¦  ¦ gr.I Potass Bromide  ¦  ¦ . ","I searched for books at the Dispensary of the Red Cross Hospital at Tadminster, but I found none.",1
There's a big cupboard in the shadow of the landing.,The landing is adjacent to a large cupboard.,2
"And suddenly there was an outcry overhead, an exclamation from the German, and then Annette's voice, clear and high: ""Ma foi, he has escaped! ",A man has escaped from captivity.,2
It shouldn't be any longer than four feet or it will be too heavy.,The large dog was the size of a dinosaur. ,1
"'I assume your tastes are more refined?' I snapped, almost without thinking.",I snapped back sarcastically when I spoke with my sister about the taste of the strawberries. ,0
Czarek's efforts were admirable and their results visible.,Czarek failed and there were no results.,1
But it isn't. ,It surely is.,1
What now? ,Something terrible was going to happen.,0
The trick isn't shooting with these but reloading quickly enough to shoot again.,A gun must be reloaded in order to shoot again.,2
"See, then, my good Japp, you go at once to Styles?""","Japp, you will go to Styles now?",2
Who is it?,There isn't anyone.,1
Mostly people with space-ships have disintegrator guns.,It's usually people who own space-ships who have disintegrator guns.,2
He took it off and hurled it into a corner disgustedly.,"When he threw it, it landed in a bin.",0
What idiots we had been never to think of that fire as being incongruous! ,We were right to believe that the fire was misplaced. ,1
"As Ca'daan and the girl watched, the man pulled his hair tight and cut it off with his knife.",The hair blew away in the wind.,0
Another old wound had deformed the muscle of his left arm.,His right arm had a wound on it.,1
"She had accused Tommy of being a pessimist, and it is certain that he always saw the disadvantages and difficulties which she herself was optimistically given to overlooking, but nevertheless she had really relied a good deal on his judgment.",Tommy is correct more often than she is.,0
"""Mister Kells said as to tell you he's sleepin' on a cot in th' tack room over there, should you be needin' him."" Callie pointed.",Mister Kells said he's sleeping in the tack room.,2
"To be left it, to marry it, or to make it.","To be left it by your father, to marry it, or to make it in business.",0
A'deem was being modest.,A'deen was downplaying his fighting skills.,0
You've got it! ,You have nothing!,1
Ca'daan had never been so scared.,Ca'daan was scared he was going to die.,0
They're blooded stock.,The stock has a good bloodline. They will try to keep it pure.,0
Salt-stone pillars held up many of the tunnels and a single barrel of water could collapse a pillar and break down the tunnel.,The tunnels were being held up by the pillars.,2
Then what would he want it for?,What would he want the core computer for?,0
"A reading-lamp, some books, matches, a bunch of keys, and the crushed fragments of a coffee-cup lay scattered about. ",A shattered coffee cup is one of the items left lying around.,2
They were quietly cutting through the ties binding the front of the train.,They were cutting through the ties with scissors.,0
It referred to a man's body found near the docks in New York about three weeks ago.,Three weeks ago a body had been found near the New York docks.,2
The servants' rooms are reached through the door B. ,The doorway marked B will lead to the servants' quarters.,2
"But as Hanson took the arms of the other two, the Ser shrugged and fell in behind.",Ser walked ahead of them. ,1
She looked at Jon and smiled.,She grinned at Jon.,2
Your voice was so queer!,Your voice was very weird.,2
Then he made a sign to Conrad.,Then he ignored Conrad.,1
This way.',Come with me over here.,0
"We must hope for the best, said Sir James.",It would be resolved in a few days.,0
What battles had this titan seen? ,What battles had this titan not been a witness to?,1
"It came installed with 'Multivista', a version for employees in firms trading in consumer waste storage permits called Ultimate during office hours.",The software is for games.,1
Soon he swung in a horizontal cut and Vrenna dropped and spun.,The two men fought to the death. ,0
Both sides formed twisted mirror images of each other.,I couldn't see anything in the mirror.,1
What put her up to clearing out?,The clearing out is her moving away.,0
Bargained with us! ,There was bargaining for the job.,0
"He thanked the gods and the horse, whispering promises of a comfortable life for the rest of her days, though he wondered if he could fulfill the promise.",He too wanted to enjoy a comfortable life.,0
The only wonder was that simple rods were used instead of elephants and turtles.,The only miracle was that simple poles were used.,2
Heard tell as how once he was plannin' to be a real doc hisself.,Heard that he was planning to become a real doctor.,2
"Five, this!"" With a dramatic gesture, he pointed to a large splash of candle grease on the floor by the writing-table. ","He dramatically gestured towards the writing table, where there was a large splash of candle grease soaked into the green carpet.",0
"What kind of an animal, lad?""",Was the animal a horse?,0
He had passed the first test.,He did well on the test.,2
"Why, what was there to lie about?",What was the reason for the deceit?,2
"Dave Hanson, do you believe everything they tell you?","Your skeptical nature is one of your greatest strengths, Mr Hanson.",1
"Abracadabra!  His skill must be improving, since he got exactly what he had wished for.","His skil is worsening, the spell didn't work. ",1
"You are not ill, I trust?",I hope you are doing well.,2
"Now they've got us flanked, they're probably moving to find you.'",There is no good way out of here since we're flanked.,0
"What about the other girl, the one you decoyed away over a week ago?""",What about that girl who was decoyed over a week ago? ,2
"Soon he will either have to cross the border to stay or make some reckless raid which will give us a chance at him.""",Most likely he will hole up until the storm blows over before coming out of hiding. ,1
A single road led north and south with trails leading into the lower hills at the base of the mountains.,The road led east and west.,1
"Not after that fragment of conversation you overheard between Mrs. Cavendish and her mother-in-law, and her subsequent lack of frankness at the inquest?",Not after she told the truth at the inquest?,1
We search. ,We search for a ring.,0
It tore into the cloak of fog that surrounded them.,"It tore in the fog that bounded them, allowing the light of day in.",0
"He tried to break free, but there was no escape.",He attempted to break free but could not. ,2
He unwrapped the bundle and his eyes widened.,He teared up as he re-wrapped the bundle. ,1
"For some reason, I felt a little bit unnerved.",There was a sense of something lingering just out of vision. ,0
"They had yet to understand the marauders who attacked, few would have seen them and survived.",Few would have seen the demon marauders who attacked them and survived.,0
Then I remembered something.,I remembered the time I was with that blonde girl.,0
"When changing channels, it as impossible not to stumble upon, for example, a two-minute ad starring the actress Gabriela Starszalowska, who was convincing the viewers that it wasn't nude film roles, but Happi beverages, that brought her real happiness.","Gabriela Starszalowska is not an actress, but a doctor.",1
"I want somebody who is not associated with us in any way.""",it doesn't matter if they're associated with us or not.,1
'And this disc...this disc has a message for Peter Greuze.,The disc as a message for Peter Greuze.,2
"Ah, there is something there that I do not understand. ",Something there doesn't make sense.,2
 From his vantage point he saw what he had not seen before--the amazing size of the construction project.,The construction site was more than a mile across.,0
Holding my Gauntlet in both hands.,I held the gauntlet but then dropped it.,0
I stuck the two pages together round the edge with some gum off an envelope.,I used some envelope glue to stick the pages together. ,2
The rumble of the horses rode into the darkness of night.,The horses rode into the dark night.,2
"Can you modify those methods, gentle without breaking?",I need the methods to be changed as soon as possible.,0
"Kal, let go, Jon said but the big man still struggled.",Jon told Kai to let go but Kai continued to struggle.,2
They have weapons of shining steel.,The steel weapons are shiny.,2
"[Illustration]  ""What do you mean?"" Slim stepped back a bit, surprised by the unexpected challenge.",Slim is not used to having his authority threatened.,0
Yet the strychnine must have been administered between seven and nine o'clock that evening. ,The strychnine was administered early in the morning.,1
He could do nothing but cower when the whipmaster had attacked.,The whipmaster stormed out.,1
So this was Tubacca!,They still never saw Tubacca.,1
Your mother must have brought you up well after all.,You have no manners whatsoever.,1
"Follow that other taxi, directed the young man.","Woh buddy, slow down! There is no way I'm paying this fare.",1
"And when my aunt made up her mind to marry Amos Finn, who was a poor school teacher out West, my father was just mad! ",Their father got past his anger after they decided to marry.,0
" ""Someday ""That was true.",That is mostly true. ,0
"In the meantime, you are going about everywhere with Peel Edgerton.",You will be going every with Peel Edgerton for now.,2
The school was fully prepared to cater to its very discriminating students.,The school was ready to cater to its discriminating students.,2
"I dare say you despise me for it.""",I must mention that you hate me for it.,2
"He came to me for an Italian neck-tie styling workshop, along with a few other young actors, also handsome, but less famous.'",This place taught actors how to tie their shoes.,1
"The man was not large, perhaps as tall as Ca'daan himself.","The man was not large, perhaps only 6 feet taller than Ca'daan himself.",1
'They've got us bottled in.',We were bottled in on account of them.,2
They asked for you by name.,The people knew your name.,2
"My speeches grew in length and verve, though I always tried to keep them reasonably brief.",I talked for hours and hours on end.,1
And then suddenly things seemed to change.,Nothing changed at all. ,1
He let go the cage which swung back and forth pendulum-fashion.,The cage was bolted to the wall.,1
Stark rode forth in the line.,Stark was trailing behind the three other warriors.,0
I am the real and true Benjamin Franklin.,The other Benjamin Franklin is a fraud.,0
And where's this satellite that's colliding with us? The passenger wanted to know.,The passenger wanted to know where the satellite was that was colliding with them.,2
" Don Cazar decides, Bartolomé said.",Bartolomé makes the decisions.,1
"Since it had started so promising, he finished a six-pack of beer and threw himself onto the bed to calmly think up new ideas.",He finished a 12 pack of beer then hopped into bed.,1
And 'Where am I?'  ,Somebody asked where they were.,2
"The Kal came at him, club swinging high.",The Kal sword his club high.,1
"I'll read it: DEAR SIR, ""Re your advertisement, I should be glad if you would call round somewhere about lunch-time.","It said, please visit around lunch.",2
Suppose you had a chance to join the circus right now.,I would join the circus right away.,0
"He had a body of a runner, muscled calves and well muscled legs.",He was a fat and lazy couch potato who never ran a day in his life. ,1
A patriotic one? The girl flushed.,She blushed and said A patriotic one?,2
I examined the wreckage.,The wreckage was looked at.,2
"Knew all the time what I wanted you for, but kept up the comedy.",Always knew what they wanted him for.,2
"'Then what are you saying, Mr. Franklin?'",Mr. Franklin is expressing his opinion.,0
"You aim to stay on in Tubacca?"" ",Do you want to stay in Tubacca?,2
"'Listen,' she hissed, 'Franklin, I said like you- but that's not enough to endanger myself, do you understand?'",She said she didn't like Franklin.,1
Two months later they met again for a working session in the mountains of Clezmeron where they were supposed to develop the basis of grammar and word-formation.,Nearly 60 days afterward they had a meeting the aim of which was to establish language rules.,2
"She started to yell, then saw my expression.",She began to yell,2
"That rig-out's top-hole.""",The rig-out has a top-hole.,0
I merely obtained them for comparison. ,I did not acquire them for the purpose of making a comparison.,1
Ca'daan didn't want to know what had happened inside that helm and thinking of it made his stomach turn.,"Ca'daan preferred not to know the truth of what happened in the helm, but his instinct told him anyway.",0
"It makes your nerves all fluttery, makes everything go loose and light.",i feel anxious when I see him walk in.,0
The rest fell into the dirt of the dunes.,The dunes were very tall.,0
A little chap? ,That large woman?,1
I'm a damned fool! ,I am being foolish.,2
We can polish them and put them into the sphere where they belong.,We can poli return them to the sphere.sh back to their original brilliance and,0
"Then one must follow the other, though the one remain within the sky.""  Hanson nodded.","The Vampire Lords come in one at a time, and the second one has dominion over the sky.",0
"Ah, that is not what I want. ",I don't want that.,2
"Oh, by the way, this is Mr. Hersheimmer, Sir James Peel Edgerton.""",Mr. Hersheimmer was introduced to Sir James Peel Edgerton.,2
"Do you?"" I was compelled to shake my head. ",Do you mean that? I wanted to shake my head no vigorously.,0
"Dozens of men and women, each chained by one ankle, surrounded each one of seven fires.",People surrounded the fires.,2
"Well, it seems your group was right, after all.",Your group is still subject to the laws you broke.,0
And he can't be revived again.,He could be easily revived at least a dozen more times.,1
Second month: Promoted to drying aforesaid plates.,"Third month, taken away from service and no longer able to work with the mentioned plates.",1
Little Willie and I will come behind.,"Little Willie is crippled, so we will follow behind.",0
She is   But Tommy heard no more.,"Tommy was disgusted by what she was saying, and tuned out.",0
"Yours, TOMMY BERESFORD."" A peculiar smile lingered for a moment on Julius's face.",Julius didn't smile.,1
Words hissed from his lips in a stream of sibilants too quick for Dave to catch.,The room was completely silent.,1
"Since the train was mostly empty, White and I helped ourselves to one such cabin.",Only 5 people were on the train.,0
"But other than that, the illusion was unimpeachable.",The exception to the illusion's ability to be impeached was quite significant. ,0
"Such things naturally interest me.""",Things like this usually fascinate me.,2
"In the meantime, remember it."" As we neared the house, John came out and met us. ",John arrived at the house after us.,1
'I think otherwise.','I think differently than that.',2
"Even if they blasted those away, as they could, they would be stuck too high in open air for leaping.",The blast would make them come closer.,1
The dream of the past was already fading.,The vision of the past was nearly dissipated. ,2
"Tommy rejoined Julius, and explained.",Tommy came back to Julius after a large expedition for information by the Eastern Front.,0
It was up to Poirot to make his boast good. ,It was up to Jesus to come through on his boast.,1
" ""Never mind,"" Ser Perth said.","""Forget it,"" Ser Perth said.",2
Jon bent around the blow and slapped with his other hand.,"Jon dodged the blow, slapped with his other hand, and smiled at his own skill. ",0
"Then Drew came back in a twitch of eyelid to the here and now, to Hunt Rennie watching him with a measuring he did not relish, to Bartolomé's round face with its close-to-hostile expression.",Hunt Rennie was waiting for them to let their guard down.,0
It was having to ask any kind of favor from this man.,It was having to ask a kindness from this man.,2
'Inspiration magically striking me.' I rubbed my teeth together- an anxious habit.,I opened my mouth wide.,1
"The murder, he said, was a most premeditated and coldblooded one. ","According to him, the murder seemed to be a crime of passion.",1
He didn't want to look.,He did not want to look at the decapitated shark. ,0
"I know, but, still, who else is there?",I don't want to know if there is anyone else.,1
"But because his friends called him Dave and cut that name on his monument, and because I was christened by the name you called, you got me instead.",You got me because I both took the name you expressed and Dave's name was on his own monument.,2
A third man stood behind the bar polishing thick glasses.,The place was full of only women.,1
The scorpion-hilted saber shot through the air.,The saber was flown through the air toward the demon.,0
"We've had a letter from young Beresford, said Mr. Carter, coming to the point at once.",Mr. Carter is convinced that young Beresford never wrote a letter.,1
"Build a computer, Dave Hanson!""  ""It's impossible.""  Sudden rage burned on the old man's face, and he came to his feet.",The old man could not speak from anger.,0
"Already, although she would hardly admit it, she was becoming uneasy about her partner.",Her partner made her feel at ease immediately.,1
Or only an American millionaire of unfortunate ancestry? ,Or a destitute Iranian.,1
"I felt sure that he, at least, was plumb straight.",I was sure that he was incorruptible.,0
Just as well; I needed all the help I could get in making my profile less recognisable.,My profile needs to be the most recognizable.,1
'What are you doing?' She demanded.,She asked what I was doing.,2
Poirot was surveying me with quietly twinkling eyes. ,Poirot wasn't looking at me.,1
Szary to the manager! The sore specialist for new flavor development heard as if through a heavy acoustic fog.,They had not worked on developing new flavors.,1
"27 Carshalton Gardens, said Tuppence, referring to the address.",The address Tuppence referred to was 27 Carshalton Gardens.,2
'And- seriously- close your eyes.',Shut your eyes and go to sleep. ,0
"As Ca'daan walked towards Vrenna and the dark-skinned man, they ceased their conversation.",Vrenna stopped talking to the man because she was embarrassed to be seen with him.,0
My heart rate skipped.,My heart was beating 200 times a minute.,0
"When I examined the room, yes. ","When I spent an hour investigating the room, yes.",0
It has a nice ring to it.',There is a lovely sound to it. ,2
"The Wither, said Ca'daan.",Ca'daan also warned about the winter storm that would soon be among them. ,0
"I shall have to go home!""",I may go home tomorrow. ,0
Jon had seen very few with such speed and accuracy.,Jon didn't know many people who could type so well. ,0
He sprang up at my entrance. ,At my entrance he jumped up.,2
"You don't know where to look for him, and it's about a thousand to one against your running against him by accident.""",It is not likely you will run against him since you do not know where to look for him.  ,2
Of course.,For sure.,2
The Kal unbuckled the straps and dropped the iron jaw to the dirt.,The straps were not unbuckled. ,1
The red sun shone off of the silver dragon-head hammer.,The silver dragon-head hammer reflected the red sun's light indicating there was a demon close by.,0
Some collector may like them but for weapons they serve little purpose now.,"Even though smart collectors might like them, they are not good weapons.",0
"He hungered, thirsted and suffered like anyone else.",He starved and was in pain like all the others.,2
"'Neither of us,' I pointed out, 'invented electricity.'",We had other inventions.,0
What about the general? inquired Tommy.,Tommy asked if the general was happy. ,0
I can't remember how to say 'turn off the light' in Przyrolarouish.,I never knew how to say 'turn off the light' in Przyrolarouish.,1
"He is a vindicator,"" said Jon.",Jon made a snide comment about the man.,0
I fancied that between these two there existed very little sympathy. ,"There was so much sympathy between these two, and I loved that.",1
The bald man waited until the villager recovered.,"The bald man waited for the villager to recover, as he needed information that only the villager had.",0
"Peter Maria Kedzierzyna of the Tschekan coat-of-arms bought himself the newest model of a 25th generation cell phone from Siemens-BenQ-Nokia-LG ABC 123, incorporating all achievements of the human race up to the time when Bill Gates became an honorary president of the United States.","Peter has never purchased any cell phone product, yet alone a new model of one.",1
" He staggered on, while the sand gave way slowly to patches of green.",The dark sand was slowly fading away into nothing.,0
"If this monster is killed, you'll never trade with this planet.","You should kill the monster, it will make them happy.",1
"With only his upper lip exposed, it was difficult to look at.",His upper lip was difficult to look at.,2
"Piccadilly 44 Circus, for instance.","For instance, Piccadilly 44 Circus.",2
Got some ink an' a pen there.,I've got a pencil.,1
"I'm inclined to believe you, she said slowly.","That seems plausible, she said tentatively.",2
"     Not so much pay, but--""  Hanson pricked up his ears.",Hanson said it isn't about the money. ,2
"They will not go against it."" Again the Russian's fingers drummed on the table.",His intuition was correct.,0
But there we go.',We are going.,2
"In seconds, the four guards were dead or dying.",The guards were killed by axes.,0
" ""He'll answer a few questions that badly need answering.""Bayliss was already on his way to the door.",Bayliss walked towards the door.,2
"She had birthed three of Adrin's five brill and, if this blockage didn't kill her, would be ready to market at the next caravan north.",Adrin had five brill that he'd had for five years.,0
After three days of intensive training they completed the course with honors.,They completed the course with hours after three days of intensive training.,2
You and Beresford.,Just you.,1
And he will help you now?Yes.,He's going to help you make supper.,0
He kicked hard and the horse calmed but still quivered in fury.,The horse was angry.,2
"You would, would you!"" His voice trailed off into a fresh roar of rage as he caught sight of other slaves taking advantage of his attention to Hanson to relax.",He told the other slaves to take a five minute break.,1
"There was a long article on Kramenin, who was described as the ""man behind Bolshevism"" in Russia, and who had just arrived in London some thought as an unofficial envoy.",The Kramenin published a long article.,2
"Andre Norton's Ride Proud, Rebel! dramatically portrayed the last year of the Confederacy, when brave men like Drew Rennie met defeat with honor.","Ride Proud, Rebe! was about the end of the Confederate states, before they lost in the Civil War.",0
She shrieked out a phrase of keening command.,The girl said something with command.,2
"I never suspected it at all, lamented Tuppence.","I always knew it, Tuppence declared.",1
"I'm Reese Topham, owner of this oasis, he introduced himself.",He introduced himself as Reece.,2
"Now that is a curious circumstance, my friend. ","Well what an ordinary circumstance that is, my comrade.",1
And he can't be revived again.,There is no way to revive him another time.,2
"He told of his doomed village, the red armored demons who ate the flesh of the old men.",He said his village was thriving.,1
'Greuze wanted to send this body complete with historical mind- his obsession with authenticity borders on a fetish.,Greuze was obsessed with authenticity.,2
Adrin threw his elbow over the entwined blades in front of him and smashed it in his opponent's temple.,Adrin hit his opponent in the head.,2
The old man spoke to me.,I was spoken to by the angry old man.,0
Eleventh and twelfth months: Parlourmaid duties resumed with entire success.,"During the eleventh and twelfth months, I was given a raise.",0
"She wants Evie to stay on, is begging her to, but she doesn't want me, and ”and ”I don't know what to do."" Suddenly the poor child burst out crying. ",She's asked me to stay here as long as I want. ,1
'Oh.' I stood up.,"When I had stood up, I had finally realized what was going on, and all I could say in my shock and disbelief was ""Oh."".",0
Come meet us at dawn in the Lover's Lap.,We are staying here tonight.,1
He ran to the closet.,He was hiding in the closet. ,0
"Where is the society of Beforethewars? Destroyed, Doctor! What good were youth and new things? We are better off now.",The society of Beforetnewars was destroyed and we are better off for it. ,2
The rain ran down her face and it looked like tears.,The bloody rain on her face looked like tears.,0
"Glasses balanced over a wide nose, jaw curved.",She has no glasses on.,1
Soit! he said. ,He said Soit.,2
"What have you learned, my friend? asked Jon.",Jon asked what the man knew.,2
"Of course Alfred Inglethorp murdered poor Emily, as I always told you he would.",That Alfred Inglethorp of all people would be found guilty of murdering Emily comes as a complete shock to me. ,1
"Then he remembered, and looked at his watch.",He didn't check the time and forgot about it.,1
"'We considered it,' Natalia answered before I could.",Natalia answered before me.,2
 Information about Donations to the Project Gutenberg Literary Archive Foundation  Project Gutenberg-tm depends upon and cannot survive without wide spread public support and donations to carry out its mission of increasing the number of public domain and licensed works that can be freely distributed in machine readable form accessible by the widest array of equipment including outdated equipment.,Project Gutenberg-tm aims to increase the amount of public domain and licensed works that are freely distributed in universal electronic format.,2
"They went down in single file, Julius leading.",Julius led them down in a line.,2
'No.' Lincoln's eyes narrowed.,Lincoln denied it.,2
Course this is new range to me.,This is of course new range for me.,2
"Either the chloral was administered by her own hand, which theory I reject utterly, or else  """,I didn't think she had applied it herself. ,2
Burly hands restrained me.,The burly hands were big and black.,0
Eighth month: Slight check in career.,The eighth month was considered to be the final month.,0
"No, but ” ” 148 ""In fact, during the whole afternoon, you were only alone for a couple of minutes, and it happened ”I say, it happened ”to be during those two minutes that you displayed your 'natural interest' in Hydro-chloride of Strychnine?"" Lawrence stammered pitiably. ",You were alone for the entire afternoon.,1
Vrenna smiled and shuffled.,Vrenna ran away angrily . ,1
"It travels all the way up to the centre of Little, deposits its passengers on the doorstep of the Salmon Corporation, then winds all the way back down.",The train is used heavily by the Salmon Corporation.,0
He doesn't want to marry me he really only asked me out of kindness.,He is pretending that he wants to marry me.,2
Every limb provided resistance- I had to work twice as hard to make them move.,My limbs were easy to move.,1
"In a beautiful villa of her fourth husband, the sun was peeking cheerfully into Jolanta's bedroom, who whether she liked it or not, had to get up, because one, she didn't like to sleep with the sun shining on her face (could cause zits), and two, because she had a facial appointment (so there wouldn't be any zits).",The woman was going to get married again soon.,0
But they were not satisfied. ,They were all satisfied.,1
What came next in this ridiculous world in which he seemed to be trapped?,What would happen next in this absurd world?,2
"129 She began slowly, walking up and down the room, her head a little bent, and that slim, supple figure of hers swaying gently as she walked. ",She slowly paced the room as she spoke and I felt myself transfixed by her movements. ,2
Soon the moisture would ride high into the mountains and slice down again in shards of ice like razors.,The rain will be hot and sticky. ,1
He had debated whether or not to bring his guns and blades and ended up deciding to bring them.,They decided not to bring any weapons with them.,1
"He runs 'em on th' Range th' old style stud an' twenty twenty-five mares together in a manada , all one color to a band.",He prefers to run them using the latest methods.  ,1
We can find ways to return you to your own world intact.,There is no way you can save the world.,1
He was wearing a frilly shirt and a ruffled waistcoat.,He was wearing a t-shirt and sweatshirt.,1
"My union, Tuppence, my union! ","Tuppence, there's nothing I have to tell you.",1
He walked out of the smithy and around back for a large barrel of fetid water.,He walked to get some water.,2
The bomb had less than ten minutes left.,The bomb's timer showed fifty nine minutes. ,1
"He said, 'A great many men are mad, and no one knows it.","""A large number of men are angry, and no one is aware of it"", he articulated.",2
"To Scotland.""",To France.,1
'You first.',You last. ,1
Because of 'women and children first.',Women and children are always the last ones,1
He drew forward two chairs.,He brought four chairs forward.,1
"I did not really mean to come in, but Mr. Inglethorp insisted.",I came in because Mr. Inglethorp insisted.,2
"This is Suun's Kiss, hammered twenty six years ago and tested through the bodies of four men.",The Suun's kiss was tested through the bodies of four men who had done good things.,0
"And yet, I cried indignantly, ""after that, you gave me two reasons why Miss Howard could not have committed the crime!""",You told me that Miss Howard as not in the house that night.,0
"I have been turning it over in my mind, but I can't see how it has anything to do with the matter?"" He was silent for a minute or two as we walked along, but finally he said: ""I do not mind telling you, though, as you know, it is not my habit to explain until the end is reached. ",He only told me one day after our conversation.,0
"Long ago, had not Whittington asked: ""Who's been blabbing? ",Whittington wanted to know who had divulged matters.,2
"You read my wife's last words as an accusation ”Inglethorp was continuing ”""they were, on the contrary, an appeal to me."" The Coroner reflected a moment, then he said: ""I believe, Mr. Inglethorp, that you yourself poured out the coffee, and took it to your wife that evening?""",The Coroner believed that the wife's words were an appeal to him.,2
There would have to be a long period of chronic symptoms which would at once have attracted my attention. ,There would have been symptoms for a long time that I surely would have noticed since I was there every day.,0
" ""No, but he'll be out of this town or he'll answer to me.",Someone is being sent out of the town because that person is not good.,0
San'doro laughed.,San'doro laughed deeply.,2
but anyone who'd never seen it written might quite easily do so.,But anyone who'd never seen the writing before might fall into the trap.,2
Oho! said Poirot. ,Poirot was very excited.,0
"The session came to a happy end, and the voice on tv concluded:",The voice on the tv stopped.,2
Ah! the Coroner leant back satisfied. ,The coroner was pleased.,2
"Without, magic, how can we thaw a frozen soul?",It's not possible to thaw a frozen soul with magic.,1
A hombre gits tired readin' labels on cans.,Readin' labels on cans tires out a hombre.,2
The taxi drew up at the Ritz.,The taxi drove straight past the Ritz and had to drive around the block.,1
Stark was waiting for them.,He was still waiting for them.,2
"""To hunt horses?"" Drew asked.","""To track and pursue horses?"" inquired Drew.",2
"Lighter, lighter...Unfortunately, we do not carry this product.",They do not carry lighters.,2
"I immediately felt a sense of rivalry- demanding loose change from strangers was my lookout, damn it.",The people were going to take my begging territory from me and I would lose money.,0
Dirty Yanks! Anse's eyes were fully focused now right on the sergeant.,Anse is looking at the sergeant because he is in front of him.,0
I drew him aside. ,It wasn't the first time I drew him aside. ,0
" ""He put a white stud white as milk to run with some light buckskin mares back 'fore th' war.","Before the war, there were no white men.",1
The man laughed at Ca'daan but at least he didn't hit him.,The man hit Ca'daan.,1
"I don't see how he got in and out.""",Somebody must have seen him.,0
"On the way, I could just about see them meeting up with a similarly sized band of Thomas Jeffersons.",I imagined a meeting.,2
"This petty little business, as you call it, bears directly on a very big business, bigger perhaps than either you or Miss Tuppence know.",You obviously have no idea how big this business is. ,2
"Let me see oh yes, afterwards.",The speaker had to contemplate the answer,0
"He sure has a job, Cap'n.",He has a job at the factory.,0
"Dark hair, light skin, though the desert sun had baked Thorn brown.",Thorn was tanned by the desert sun.,2
Anse listen!,"Don't listen, Anse!",1
"You got the right name but the wrong man, Sather Karf,"" he said bitterly.",There is more than one person with the name. ,2
It's no use.,It works well.,1
"I thought that lawyer chap had quit! 161 Chapter 19 Jane Finn ""MY train got in half an hour ago,"" explained Julius, as he led the way out of the station.",My train was on time and efficient to be sure.  ,0
"It's a sleeping draught, that's all.","All it is, is a sleeping draught.",2
Impossible!,Very practical!,1
"Kid seems to be settlin' down, ain't he?",THe kid is relaxing now that the crowd is gone.,0
"A flash of steel in the green and orange light of the night, painted by the burning houses and the blood moon above the fog, flew towards Thorn.",Thorn was about to get hit by an arrow.,0
This feeling was quickly drowned out by the depression sinking through my stomach.,Winning the lottery was drowned out by my depression.,0
They'll take care to get him out of the way at the right minute.,Getting him out of the way at the right minute is impossible.,1
"She wants Evie to stay on, is begging her to, but she doesn't want me, and ”and ”I don't know what to do."" Suddenly the poor child burst out crying. ",I'm so worried because she doesn't want me here and I don't know what I'll do. ,2
The word sounded like the edge of a knife.,The word sounded like the edge of a knife entering the heart.,0
And from Don Cazar's point of view it was.,"Don Cazar has a different perspective than the rest of us, though.",0
That is true.,"That is true, that they live far away.",0
Maybe that's the secret of the prophecy.,The prophecy was about to be revealed.,0
"and Natalia fell down, as a burst of blue struck Abraham Lincoln in The face.",Abraham was hit in the face with something blue while Natalie fell. ,2
"Getting to the office every morning was a bit of a hike, especially to a man like me- that is to say, a lazy man.",I was out of shape and it was hard to get to the office.,0
"I wonder … or is it indeed true that he is with us and amongst us, unknown to all but a chosen few? ","That is him standing there, he is clearly visible to all.",1
"The room was medium-sized, furnished in a kind of bare hygienic way.","The room was furnished sparsely and hygienically, and was neither large nor small.",2
"Looks like a duty patrol, Fenner remarked.","Appears to be a duty patrol, Fenner said. ",2
"But there were no Yanks or Rebs any more, no riders or marchers in blue and gray just United States troops.",The rebels just gave up and joined the others. ,0
"Their clothes are different, perhaps, but they themselves are just the same.",They used the same method of solving their problems.,0
Nothing could have been more select.,The book was carefully chosen.,0
"I'll do my best, sir. The car shot forward through the traffic.","I will not try very hard Sir, the car came to a stop.",1
Jon hated that grin.,Jon did not like the grin.,2
And we shall find Tommy.,We will find Tommy. ,2
I see it in my dreams sometimes… .,It never appears in my dreams. ,1
Tommy felt that if this solitary confinement went on much longer he would go mad.,Tommy is a law-abiding citizen.,1
"His friend cheered for him when arrived, handing him a piece of wet meat for the swelling of his cheek.",He was the one that punched his friend in the face.,0
"Slim screeched, ""Animals! like _our_ animals! Only they _aren't_ animals.",There was yelling about strange things.,2
"What does he want me to do, I wonder? ",I wonder if he wants me to sing?,0
It made Jon gag.,Jon enjoys throwing up. ,1
The ferocity of their warriors and the dark magics of their witches could not stop powder and shot.,Their warriors and witches were impervious to the weapons of mortal men.,1
"No, I said, ""it was not plain to me!""",It was totally understandable to me! ,1
